word_one	word_two	avg_surprisals	avg_surprisals
gatto	topo	11.523147583007812	11.523147583007812
penna	topo	17.710384368896484	17.710384368896484
armadio	topo	16.730663299560547	16.730663299560547
coniglio	topo	16.65123748779297	16.65123748779297
giacca	topo	13.10600471496582	13.10600471496582
cavallo	leone	9.851724624633789	9.851724624633789
cavallo	serpente	9.438472747802734	9.438472747802734
cavallo	pastello	13.816934585571289	13.816934585571289
cavallo	scimmia	15.317337036132812	15.317337036132812
cane	cavallo	10.127962112426758	10.127962112426758
cavallo	tigre	14.214325904846191	14.214325904846191
cavallo	pettine	14.709600448608398	14.709600448608398
camicia	cavallo	9.98440170288086	9.98440170288086
cavallo	gabbiano	14.044389724731445	14.044389724731445
cavallo	tenda	14.501667022705078	14.501667022705078
cavallo	letto	11.619572639465332	11.619572639465332
cavallo	passero	15.22201919555664	15.22201919555664
cavallo	mucca	14.491443634033203	14.491443634033203
cavallo	gufo	15.35734748840332	15.35734748840332
cavallo	poltrona	14.401556015014648	14.401556015014648
cavallo	elefante	14.322412490844727	14.322412490844727
cavallo	scopa	14.608272552490234	14.608272552490234
cavallo	quaderno	19.077001571655273	19.077001571655273
cavallo	vaso	13.490553855895996	13.490553855895996
cavallo	spada	12.304288864135742	12.304288864135742
cavallo	orso	14.296592712402344	14.296592712402344
cavallo	maiale	11.95663070678711	11.95663070678711
cavallo	gatto	8.786304473876953	8.786304473876953
cavallo	penna	12.74791145324707	12.74791145324707
armadio	cavallo	13.791646957397461	13.791646957397461
cavallo	coniglio	14.532878875732422	14.532878875732422
cavallo	giacca	10.621526718139648	10.621526718139648
leone	serpente	9.112281799316406	9.112281799316406
leone	pastello	15.117088317871094	15.117088317871094
leone	scimmia	15.441120147705078	15.441120147705078
cane	leone	11.945640563964844	11.945640563964844
leone	tigre	12.5263671875	12.5263671875
leone	pettine	15.223272323608398	15.223272323608398
camicia	leone	11.911224365234375	11.911224365234375
gabbiano	leone	12.476399421691895	12.476399421691895
leone	tenda	15.037089347839355	15.037089347839355
leone	letto	12.625783920288086	12.625783920288086
leone	passero	15.631641387939453	15.631641387939453
leone	mucca	14.403077125549316	14.403077125549316
gufo	leone	13.985954284667969	13.985954284667969
leone	poltrona	15.649039268493652	15.649039268493652
elefante	leone	13.102176666259766	13.102176666259766
leone	scopa	15.002840042114258	15.002840042114258
leone	quaderno	17.501588821411133	17.501588821411133
leone	vaso	13.69979476928711	13.69979476928711
leone	spada	13.356077194213867	13.356077194213867
leone	orso	13.163448333740234	13.163448333740234
leone	maiale	12.276339530944824	12.276339530944824
gatto	leone	9.068140029907227	9.068140029907227
leone	penna	14.350324630737305	14.350324630737305
armadio	leone	13.728479385375977	13.728479385375977
coniglio	leone	13.751432418823242	13.751432418823242
giacca	leone	11.607475280761719	11.607475280761719
pastello	serpente	13.814117431640625	13.814117431640625
scimmia	serpente	13.447023391723633	13.447023391723633
cane	serpente	10.40083122253418	10.40083122253418
serpente	tigre	12.337904930114746	12.337904930114746
pettine	serpente	13.463598251342773	13.463598251342773
camicia	serpente	11.061904907226562	11.061904907226562
gabbiano	serpente	12.609330177307129	12.609330177307129
serpente	tenda	12.202077865600586	12.202077865600586
letto	serpente	11.067709922790527	11.067709922790527
passero	serpente	14.346902847290039	14.346902847290039
mucca	serpente	12.847003936767578	12.847003936767578
gufo	serpente	13.978209495544434	13.978209495544434
poltrona	serpente	12.892385482788086	12.892385482788086
elefante	serpente	12.448058128356934	12.448058128356934
scopa	serpente	12.822168350219727	12.822168350219727
quaderno	serpente	17.90407943725586	17.90407943725586
serpente	vaso	12.264137268066406	12.264137268066406
serpente	spada	10.517572402954102	10.517572402954102
orso	serpente	12.553834915161133	12.553834915161133
maiale	serpente	11.636507034301758	11.636507034301758
gatto	serpente	8.515728950500488	8.515728950500488
penna	serpente	10.666574478149414	10.666574478149414
armadio	serpente	13.964704513549805	13.964704513549805
coniglio	serpente	13.230682373046875	13.230682373046875
giacca	serpente	9.80173110961914	9.80173110961914
pastello	scimmia	17.479591369628906	17.479591369628906
cane	pastello	13.034812927246094	13.034812927246094
pastello	tigre	15.171948432922363	15.171948432922363
pastello	pettine	18.19113540649414	18.19113540649414
camicia	pastello	13.592206954956055	13.592206954956055
gabbiano	pastello	19.227642059326172	19.227642059326172
pastello	tenda	14.542202949523926	14.542202949523926
letto	pastello	15.814371109008789	15.814371109008789
passero	pastello	17.181974411010742	17.181974411010742
mucca	pastello	17.129783630371094	17.129783630371094
gufo	pastello	18.814502716064453	18.814502716064453
pastello	poltrona	16.095672607421875	16.095672607421875
elefante	pastello	18.804000854492188	18.804000854492188
pastello	scopa	15.861517906188965	15.861517906188965
pastello	quaderno	20.92102813720703	20.92102813720703
pastello	vaso	16.20489501953125	16.20489501953125
pastello	spada	15.264497756958008	15.264497756958008
orso	pastello	16.984783172607422	16.984783172607422
maiale	pastello	15.141538619995117	15.141538619995117
gatto	pastello	13.427399635314941	13.427399635314941
pastello	penna	14.864330291748047	14.864330291748047
armadio	pastello	18.09476089477539	18.09476089477539
coniglio	pastello	17.875896453857422	17.875896453857422
giacca	pastello	13.604785919189453	13.604785919189453
cane	scimmia	13.733016967773438	13.733016967773438
scimmia	tigre	14.918933868408203	14.918933868408203
pettine	scimmia	17.252483367919922	17.252483367919922
camicia	scimmia	13.950042724609375	13.950042724609375
gabbiano	scimmia	16.694578170776367	16.694578170776367
scimmia	tenda	14.838607788085938	14.838607788085938
letto	scimmia	15.837577819824219	15.837577819824219
passero	scimmia	17.103172302246094	17.103172302246094
mucca	scimmia	15.995224952697754	15.995224952697754
gufo	scimmia	16.80748748779297	16.80748748779297
poltrona	scimmia	16.921131134033203	16.921131134033203
elefante	scimmia	18.505680084228516	18.505680084228516
scimmia	scopa	16.249452590942383	16.249452590942383
quaderno	scimmia	20.37329864501953	20.37329864501953
scimmia	vaso	15.192981719970703	15.192981719970703
scimmia	spada	14.883464813232422	14.883464813232422
orso	scimmia	15.651834487915039	15.651834487915039
maiale	scimmia	14.793891906738281	14.793891906738281
gatto	scimmia	13.731932640075684	13.731932640075684
penna	scimmia	13.968936920166016	13.968936920166016
armadio	scimmia	16.776409149169922	16.776409149169922
coniglio	scimmia	16.66046142578125	16.66046142578125
giacca	scimmia	13.495893478393555	13.495893478393555
cane	tigre	12.252059936523438	12.252059936523438
cane	pettine	12.563491821289062	12.563491821289062
camicia	cane	10.918205261230469	10.918205261230469
cane	gabbiano	13.27547836303711	13.27547836303711
cane	tenda	12.775525093078613	12.775525093078613
cane	letto	10.686408996582031	10.686408996582031
cane	passero	14.059610366821289	14.059610366821289
cane	mucca	13.724512100219727	13.724512100219727
cane	gufo	13.978363037109375	13.978363037109375
cane	poltrona	14.118888854980469	14.118888854980469
cane	elefante	14.560677528381348	14.560677528381348
cane	scopa	13.581048965454102	13.581048965454102
cane	quaderno	16.86121368408203	16.86121368408203
cane	vaso	14.363897323608398	14.363897323608398
cane	spada	11.236957550048828	11.236957550048828
cane	orso	13.197564125061035	13.197564125061035
cane	maiale	11.589029312133789	11.589029312133789
cane	gatto	9.553045272827148	9.553045272827148
cane	penna	12.541573524475098	12.541573524475098
armadio	cane	13.67154598236084	13.67154598236084
cane	coniglio	13.226837158203125	13.226837158203125
cane	giacca	10.552016258239746	10.552016258239746
pettine	tigre	15.349007606506348	15.349007606506348
camicia	tigre	12.454668998718262	12.454668998718262
gabbiano	tigre	15.528486251831055	15.528486251831055
tenda	tigre	14.967164039611816	14.967164039611816
letto	tigre	14.388349533081055	14.388349533081055
passero	tigre	15.128158569335938	15.128158569335938
mucca	tigre	15.481401443481445	15.481401443481445
gufo	tigre	14.699959754943848	14.699959754943848
poltrona	tigre	15.261299133300781	15.261299133300781
elefante	tigre	16.378543853759766	16.378543853759766
scopa	tigre	15.112503051757812	15.112503051757812
quaderno	tigre	19.725479125976562	19.725479125976562
tigre	vaso	15.299296379089355	15.299296379089355
spada	tigre	13.299612045288086	13.299612045288086
orso	tigre	13.781688690185547	13.781688690185547
maiale	tigre	13.781221389770508	13.781221389770508
gatto	tigre	12.180825233459473	12.180825233459473
penna	tigre	13.686362266540527	13.686362266540527
armadio	tigre	14.711865425109863	14.711865425109863
coniglio	tigre	15.277140617370605	15.277140617370605
giacca	tigre	12.719515800476074	12.719515800476074
camicia	pettine	12.853973388671875	12.853973388671875
gabbiano	pettine	17.363872528076172	17.363872528076172
pettine	tenda	15.693503379821777	15.693503379821777
letto	pettine	13.645200729370117	13.645200729370117
passero	pettine	16.096294403076172	16.096294403076172
mucca	pettine	15.791487693786621	15.791487693786621
gufo	pettine	17.385150909423828	17.385150909423828
pettine	poltrona	16.11608123779297	16.11608123779297
elefante	pettine	17.856901168823242	17.856901168823242
pettine	scopa	15.823436737060547	15.823436737060547
pettine	quaderno	21.25820541381836	21.25820541381836
pettine	vaso	15.881126403808594	15.881126403808594
pettine	spada	13.429861068725586	13.429861068725586
orso	pettine	15.825119018554688	15.825119018554688
maiale	pettine	14.635488510131836	14.635488510131836
gatto	pettine	12.48034381866455	12.48034381866455
penna	pettine	14.714713096618652	14.714713096618652
armadio	pettine	17.02851676940918	17.02851676940918
coniglio	pettine	15.859110832214355	15.859110832214355
giacca	pettine	12.644108772277832	12.644108772277832
camicia	gabbiano	13.514877319335938	13.514877319335938
camicia	tenda	13.049066543579102	13.049066543579102
camicia	letto	10.761735916137695	10.761735916137695
camicia	passero	14.020406723022461	14.020406723022461
camicia	mucca	13.081640243530273	13.081640243530273
camicia	gufo	13.89251708984375	13.89251708984375
camicia	poltrona	13.769144058227539	13.769144058227539
camicia	elefante	14.12635326385498	14.12635326385498
camicia	scopa	12.6889066696167	12.6889066696167
camicia	quaderno	17.44300651550293	17.44300651550293
camicia	vaso	13.793889999389648	13.793889999389648
camicia	spada	12.124088287353516	12.124088287353516
camicia	orso	12.594427108764648	12.594427108764648
camicia	maiale	12.459688186645508	12.459688186645508
camicia	gatto	10.059986114501953	10.059986114501953
camicia	penna	11.181575775146484	11.181575775146484
armadio	camicia	12.72768783569336	12.72768783569336
camicia	coniglio	12.922918319702148	12.922918319702148
camicia	giacca	9.619028091430664	9.619028091430664
gabbiano	tenda	15.278909683227539	15.278909683227539
gabbiano	letto	14.771888732910156	14.771888732910156
gabbiano	passero	16.85243034362793	16.85243034362793
gabbiano	mucca	16.5870418548584	16.5870418548584
gabbiano	gufo	17.16611099243164	17.16611099243164
gabbiano	poltrona	16.663991928100586	16.663991928100586
elefante	gabbiano	18.85301971435547	18.85301971435547
gabbiano	scopa	16.332979202270508	16.332979202270508
gabbiano	quaderno	21.257966995239258	21.257966995239258
gabbiano	vaso	15.737386703491211	15.737386703491211
gabbiano	spada	12.898343086242676	12.898343086242676
gabbiano	orso	16.841997146606445	16.841997146606445
gabbiano	maiale	14.628774642944336	14.628774642944336
gabbiano	gatto	12.293964385986328	12.293964385986328
gabbiano	penna	15.419122695922852	15.419122695922852
armadio	gabbiano	18.246280670166016	18.246280670166016
coniglio	gabbiano	17.91257095336914	17.91257095336914
gabbiano	giacca	13.213188171386719	13.213188171386719
letto	tenda	13.824628829956055	13.824628829956055
passero	tenda	16.29581069946289	16.29581069946289
mucca	tenda	13.594274520874023	13.594274520874023
gufo	tenda	15.740399360656738	15.740399360656738
poltrona	tenda	15.74331283569336	15.74331283569336
elefante	tenda	17.639209747314453	17.639209747314453
scopa	tenda	14.994895935058594	14.994895935058594
quaderno	tenda	18.50762176513672	18.50762176513672
tenda	vaso	16.031370162963867	16.031370162963867
spada	tenda	13.884090423583984	13.884090423583984
orso	tenda	13.699935913085938	13.699935913085938
maiale	tenda	13.831689834594727	13.831689834594727
gatto	tenda	12.558698654174805	12.558698654174805
penna	tenda	14.282039642333984	14.282039642333984
armadio	tenda	14.399398803710938	14.399398803710938
coniglio	tenda	15.570425033569336	15.570425033569336
giacca	tenda	12.917825698852539	12.917825698852539
letto	passero	14.490118026733398	14.490118026733398
letto	mucca	13.963071823120117	13.963071823120117
gufo	letto	16.382291793823242	16.382291793823242
letto	poltrona	14.433103561401367	14.433103561401367
elefante	letto	16.964031219482422	16.964031219482422
letto	scopa	14.50909423828125	14.50909423828125
letto	quaderno	18.563499450683594	18.563499450683594
letto	vaso	13.100170135498047	13.100170135498047
letto	spada	13.591438293457031	13.591438293457031
letto	orso	12.599169731140137	12.599169731140137
letto	maiale	12.044082641601562	12.044082641601562
gatto	letto	9.634099960327148	9.634099960327148
letto	penna	13.148255348205566	13.148255348205566
armadio	letto	14.554605484008789	14.554605484008789
coniglio	letto	14.733837127685547	14.733837127685547
giacca	letto	10.860994338989258	10.860994338989258
mucca	passero	15.910529136657715	15.910529136657715
gufo	passero	16.609895706176758	16.609895706176758
passero	poltrona	17.693544387817383	17.693544387817383
elefante	passero	18.216297149658203	18.216297149658203
passero	scopa	15.99382495880127	15.99382495880127
passero	quaderno	20.13993263244629	20.13993263244629
passero	vaso	16.379581451416016	16.379581451416016
passero	spada	15.116813659667969	15.116813659667969
orso	passero	15.41641616821289	15.41641616821289
maiale	passero	14.325464248657227	14.325464248657227
gatto	passero	12.945002555847168	12.945002555847168
passero	penna	16.309154510498047	16.309154510498047
armadio	passero	16.868268966674805	16.868268966674805
coniglio	passero	15.973973274230957	15.973973274230957
giacca	passero	14.784549713134766	14.784549713134766
gufo	mucca	16.168001174926758	16.168001174926758
mucca	poltrona	16.64579963684082	16.64579963684082
elefante	mucca	17.545867919921875	17.545867919921875
mucca	scopa	16.23041534423828	16.23041534423828
mucca	quaderno	20.2897891998291	20.2897891998291
mucca	vaso	14.308815956115723	14.308815956115723
mucca	spada	13.56959342956543	13.56959342956543
mucca	orso	16.605648040771484	16.605648040771484
maiale	mucca	14.41693115234375	14.41693115234375
gatto	mucca	12.625289916992188	12.625289916992188
mucca	penna	13.672418594360352	13.672418594360352
armadio	mucca	16.027877807617188	16.027877807617188
coniglio	mucca	16.04073143005371	16.04073143005371
giacca	mucca	13.22435188293457	13.22435188293457
gufo	poltrona	18.192636489868164	18.192636489868164
elefante	gufo	18.639381408691406	18.639381408691406
gufo	scopa	15.981849670410156	15.981849670410156
gufo	quaderno	20.965606689453125	20.965606689453125
gufo	vaso	15.820587158203125	15.820587158203125
gufo	spada	13.730819702148438	13.730819702148438
gufo	orso	16.676883697509766	16.676883697509766
gufo	maiale	15.037787437438965	15.037787437438965
gatto	gufo	12.776208877563477	12.776208877563477
gufo	penna	16.298574447631836	16.298574447631836
armadio	gufo	16.738887786865234	16.738887786865234
coniglio	gufo	16.636486053466797	16.636486053466797
giacca	gufo	14.093475341796875	14.093475341796875
elefante	poltrona	17.738636016845703	17.738636016845703
poltrona	scopa	15.87289047241211	15.87289047241211
poltrona	quaderno	20.065122604370117	20.065122604370117
poltrona	vaso	16.334598541259766	16.334598541259766
poltrona	spada	14.848477363586426	14.848477363586426
orso	poltrona	15.782285690307617	15.782285690307617
maiale	poltrona	15.10814094543457	15.10814094543457
gatto	poltrona	13.438909530639648	13.438909530639648
penna	poltrona	14.303245544433594	14.303245544433594
armadio	poltrona	15.63973617553711	15.63973617553711
coniglio	poltrona	15.561830520629883	15.561830520629883
giacca	poltrona	13.998575210571289	13.998575210571289
elefante	scopa	16.92609214782715	16.92609214782715
elefante	quaderno	21.54006576538086	21.54006576538086
elefante	vaso	17.518844604492188	17.518844604492188
elefante	spada	15.117208480834961	15.117208480834961
elefante	orso	17.159517288208008	17.159517288208008
elefante	maiale	14.805646896362305	14.805646896362305
elefante	gatto	13.589017868041992	13.589017868041992
elefante	penna	16.092924118041992	16.092924118041992
armadio	elefante	16.930025100708008	16.930025100708008
coniglio	elefante	17.9337158203125	17.9337158203125
elefante	giacca	14.003851890563965	14.003851890563965
quaderno	scopa	19.63062286376953	19.63062286376953
scopa	vaso	15.914851188659668	15.914851188659668
scopa	spada	15.225521087646484	15.225521087646484
orso	scopa	14.750457763671875	14.750457763671875
maiale	scopa	14.848870277404785	14.848870277404785
gatto	scopa	12.900127410888672	12.900127410888672
penna	scopa	13.333856582641602	13.333856582641602
armadio	scopa	15.481242179870605	15.481242179870605
coniglio	scopa	15.494919776916504	15.494919776916504
giacca	scopa	13.198583602905273	13.198583602905273
quaderno	vaso	20.10321044921875	20.10321044921875
quaderno	spada	18.288135528564453	18.288135528564453
orso	quaderno	20.1871337890625	20.1871337890625
maiale	quaderno	18.654930114746094	18.654930114746094
gatto	quaderno	16.115428924560547	16.115428924560547
penna	quaderno	18.598711013793945	18.598711013793945
armadio	quaderno	20.261503219604492	20.261503219604492
coniglio	quaderno	20.317874908447266	20.317874908447266
giacca	quaderno	17.12002182006836	17.12002182006836
spada	vaso	13.848958969116211	13.848958969116211
orso	vaso	14.36239242553711	14.36239242553711
maiale	vaso	13.654451370239258	13.654451370239258
gatto	vaso	11.814403533935547	11.814403533935547
penna	vaso	16.153095245361328	16.153095245361328
armadio	vaso	15.063718795776367	15.063718795776367
coniglio	vaso	15.185908317565918	15.185908317565918
giacca	vaso	13.044994354248047	13.044994354248047
orso	spada	13.012893676757812	13.012893676757812
maiale	spada	13.186391830444336	13.186391830444336
gatto	spada	11.332059860229492	11.332059860229492
penna	spada	12.766021728515625	12.766021728515625
armadio	spada	14.625020027160645	14.625020027160645
coniglio	spada	14.304021835327148	14.304021835327148
giacca	spada	11.668085098266602	11.668085098266602
maiale	orso	14.0726318359375	14.0726318359375
gatto	orso	12.210269927978516	12.210269927978516
orso	penna	15.432354927062988	15.432354927062988
armadio	orso	16.161029815673828	16.161029815673828
coniglio	orso	15.306245803833008	15.306245803833008
giacca	orso	12.985124588012695	12.985124588012695
gatto	maiale	10.375225067138672	10.375225067138672
maiale	penna	13.926612854003906	13.926612854003906
armadio	maiale	15.138771057128906	15.138771057128906
coniglio	maiale	13.857402801513672	13.857402801513672
giacca	maiale	11.797040939331055	11.797040939331055
gatto	penna	11.675045013427734	11.675045013427734
armadio	gatto	12.43695068359375	12.43695068359375
coniglio	gatto	12.859125137329102	12.859125137329102
gatto	giacca	9.134299278259277	9.134299278259277
armadio	penna	14.309728622436523	14.309728622436523
coniglio	penna	14.768119812011719	14.768119812011719
giacca	penna	11.09634017944336	11.09634017944336
armadio	coniglio	15.542058944702148	15.542058944702148
armadio	giacca	13.091339111328125	13.091339111328125
coniglio	giacca	12.880327224731445	12.880327224731445
