Word 1	Word 2	avg_path_similarity	median_path_similarity	avg_wup_similarity	median_wup_similarity	avg_res_similarity	median_res_similarity	avg_jcn_similarity	median_jcn_similarity	avg_lin_similarity	median_lin_similarity
orso	pastello	0.09858931029983661	0.08333333333333333	0.1900852412694518	0.16666666666666666	0.8416189491088469	0.0	9.333333333333336e-301	1e-300	1.3722629090352172e-300	0.0
orso	penna	0.08829707940647052	0.07692307692307693	0.18901633787542613	0.15384615384615385	1.211415626795345	1.369590276578745	0.04350209285147024	0.06336018135444449	0.048005065609220895	1.369590276578745e-300
orso	quaderno	0.06990209538197154	0.06666666666666667	0.1619275932783807	0.1380952380952381	1.369590276578745	1.369590276578745	0.012438310975541026	1e-300	0.029984410569875646	2.73918055315749e-300
orso	tenda	0.09954138454138454	0.09090909090909091	0.20345645907049414	0.16666666666666666	0.3222565356655871	0.0	0.006124558000395846	1e-300	0.01467941639718916	0.0
orso	vaso	0.07364468864468862	0.07692307692307693	0.16962128664174697	0.14285714285714285	1.369590276578745	1.369590276578745	0.027431245277129868	0.027431245277129868	0.06532257085352215	0.06532257085352215
cane	cavallo	0.07781466854367396	0.07142857142857142	0.30559010561291927	0.2776470588235294	1.4300261903982894	1.369590276578745	0.019037686554433653	1e-300	0.04129197864060044	2.73918055315749e-300
cane	scimmia	0.09123369226769962	0.08333333333333333	0.2994318543642771	0.17857142857142855	1.5826394017405774	1.596320929766955	0.02019340175819853	1e-300	0.050884443467162074	2.321241599411964e-300
cane	gufo	0.08119628533231474	0.07738095238095238	0.42436050309451845	0.45134575569358176	2.0029115983774983	1.823051582955165	0.02543409187385559	1e-300	0.10389531646019136	3.6461031659103297e-300
cane	coniglio	0.07851593804694618	0.07142857142857142	0.26782088740526533	0.2222222222222222	1.5078378371399976	0.6143639493869085	0.010042293489311028	1e-300	0.037248771313427395	1.228727898773817e-300
cane	gabbiano	0.06468044554344864	0.06274509803921569	0.3739552476508998	0.39743589743589747	2.0029115983774983	1.823051582955165	0.02286398642538002	1e-300	0.09826750252003484	3.6461031659103297e-300
cane	passero	0.07527222949049574	0.07142857142857142	0.40686196571409927	0.43047619047619046	2.002911598377499	1.823051582955165	0.01143199321269001	1e-300	0.04913375126001742	2.73918055315749e-300
cane	elefante	0.07072628013756109	0.0625	0.26704492605354097	0.12549019607843137	1.031123314667883	0.30718197469345426	0.013748249924557103	1e-300	0.055171064524099936	6.143639493869085e-301
cane	gatto	0.08806316431461554	0.07692307692307693	0.32825985729713514	0.3	1.6448019337516537	1.369590276578745	0.019714990539142947	1e-300	0.04241221303645978	2.73918055315749e-300
cane	leone	0.09988778260353338	0.09090909090909091	0.4172826795791973	0.37797619047619047	1.6242918677888973	1.369590276578745	0.010160300946853213	5e-301	0.03324685180767366	1.903302645666438e-300
cane	maiale	0.09270806210950691	0.08333333333333333	0.33138057008831856	0.3028571428571428	2.0707089371762897	1.369590276578745	0.011908888359263101	1e-300	0.04532817176680593	2.73918055315749e-300
cane	mucca	0.08624582139407906	0.06666666666666667	0.3484035979454516	0.32996632996632996	4.545454545454546e+298	1.823051582955165	4.545454545454546e+298	1e-300	0.11763382658771736	3.19264185953391e-300
cane	serpente	0.09741413738426605	0.08333333333333333	0.3065317768200264	0.25	1.3805582196908512	1.369590276578745	0.009532852232355048	5e-301	0.0327710915339635	1.369590276578745e-300
cane	tigre	0.10734022277172432	0.09545454545454546	0.45323180300866184	0.4660633484162896	1.9260074011454642	1.823051582955165	0.026013019399223025	1e-300	0.08910637971648931	3.6461031659103297e-300
cane	topo	0.09306602383469643	0.07692307692307693	0.2985046872789727	0.16783216783216784	1.4515427202131364	1.369590276578745	0.01398029574178076	1e-300	0.040682865710875905	1.6364464611225914e-300
cane	poltrona	0.07834058302808303	0.07142857142857142	0.37906200159489634	0.38095238095238093	1.8546945158420198	1.369590276578745	0.01705813141247465	1e-300	0.040089820474922315	6.89013655519225e-300
cane	letto	0.0888459830767523	0.08333333333333333	0.2877589941183952	0.2583333333333333	1.2580262283722699	1.1692001183611416	0.010015077425726743	1e-300	0.01787675071941237	2.338400236722283e-300
cane	scopa	0.0832064912211971	0.07692307692307693	0.3091409216241797	0.2222222222222222	1.4901897078097506	1.369590276578745	0.007393053691278058	1e-300	0.011778820254800527	1.8230515829551648e-300
cane	sedia	0.08478625716020673	0.07142857142857142	0.2988262325848018	0.2111111111111111	1.5210524854411436	1.369590276578745	0.014220940476575015	1e-300	0.026070063901343695	2.73918055315749e-300
camicia	cane	0.08316770035520035	0.07692307692307693	0.2701478727455895	0.18253968253968253	1.3849366533999707	1.369590276578745	0.022231267625492702	1e-300	0.036955693890420555	3.862974362327684e-300
armadio	cane	0.08835204147704147	0.08333333333333333	0.2451288792620062	0.16666666666666666	0.6182315052806734	0.0	0.010088833861605272	1e-300	0.01323835979491316	0.0
cane	pettine	0.0845106330261371	0.07692307692307693	0.24139873539665527	0.15384615384615385	0.9582066702463411	0.6143639493869085	0.009755502439483086	1e-300	0.010161075946574628	1.228727898773817e-300
cane	giacca	0.08694462779284207	0.08333333333333333	0.3089199173412464	0.2583333333333333	1.4919266572195409	1.369590276578745	0.010839165015342291	1e-300	0.022302677620922473	2.73918055315749e-300
cane	pennello	0.10618964368964368	0.08333333333333333	0.44741510639343457	0.42105263157894735	2.1182709381500153	1.369590276578745	6.428571428571428e-301	5e-301	2.5095824457439423e-300	2.73918055315749e-300
cane	spada	0.09452838827838828	0.07692307692307693	0.42430033416875523	0.4	2.1182709381500153	1.369590276578745	0.01798117646330618	1e-300	0.041929469869848024	8.735171511348218e-300
cane	gomma	0.08942912246483677	0.08333333333333333	0.2976257749449921	0.23529411764705882	1.476668653946979	1.369590276578745	0.002972549078692476	5e-301	0.0034248907362997936	1.369590276578745e-300
cane	pastello	0.0836627781940282	0.07417582417582418	0.2784746025603224	0.17142857142857143	1.6228577013617675	1.369590276578745	6.875000000000001e-301	5e-301	1.9652552705064537e-300	2.0543854148681177e-300
cane	penna	0.08378725713284536	0.08012820512820512	0.3544922511403111	0.4	1.6733811800315537	1.369590276578745	0.008475383976309082	1e-300	0.015487735876188687	2.6162823194532144e-300
cane	quaderno	0.07937137413240354	0.07692307692307693	0.3803650483839608	0.38181818181818183	1.8505278424464195	1.369590276578745	0.007997580740731574	1e-300	0.01896699237264434	2.73918055315749e-300
cane	tenda	0.0911654317904318	0.08333333333333333	0.3263386320565113	0.3355263157894737	1.4543178146502345	1.369590276578745	0.01572827942974759	1e-300	0.037017257916320996	2.73918055315749e-300
cane	vaso	0.08535180097680098	0.07692307692307693	0.39864243943191313	0.4	1.8546945158420198	1.369590276578745	0.01789641708838069	1e-300	0.041761782876931844	6.89013655519225e-300
cavallo	scimmia	0.07697934554552201	0.07142857142857142	0.2398020373477198	0.14835164835164835	1.3044683663640086	1.369590276578745	0.028990065214484568	1e-300	0.07814816948664442	2.73918055315749e-300
cavallo	gufo	0.0686750577423952	0.06458333333333333	0.328365434887174	0.3557312252964427	1.8612905533937667	1.369590276578745	0.058456169181052176	0.05077759061752062	0.16818739107428632	0.12210546333841747
cavallo	coniglio	0.06610185068486152	0.0625	0.20712943729814648	0.18219461697722567	0.9635079005515467	0.6143639493869085	0.022071151704017366	1e-300	0.05900596483255431	1.228727898773817e-300
cavallo	gabbiano	0.056564714382051844	0.054093567251461985	0.29053670966714445	0.3138461538461539	1.8612905533937667	1.369590276578745	0.05311181428255911	0.04809463683080774	0.15884454760819153	0.11640474514160028
cavallo	passero	0.0643761159434534	0.06066176470588235	0.3152458979745336	0.3405797101449275	1.8612905533937667	1.369590276578745	0.026555907141279554	1e-300	0.07942227380409576	2.73918055315749e-300
cavallo	elefante	0.06413250241617115	0.05718954248366013	0.22989456651069926	0.11513157894736842	1.050121481372948	0.3897084150263874	0.03107224024741096	1e-300	0.08883100509279616	7.794168300527747e-301
cavallo	gatto	0.07235801474926862	0.07142857142857142	0.2640230973921137	0.19617224880382775	1.3345317917946784	1.369590276578745	0.023641804669927984	1e-300	0.05786374552317185	2.73918055315749e-300
cavallo	leone	0.07458023572574655	0.07417582417582418	0.31418886094885556	0.3333333333333333	1.313112164125204	1.369590276578745	0.014903981386935555	1e-300	0.04346831481381923	2.5387903949398864e-300
cavallo	maiale	0.0769433203471731	0.07142857142857142	0.2731886427077943	0.18333333333333335	1.4461750085728875	1.369590276578745	0.0262139636133393	1e-300	0.059227757856013974	2.73918055315749e-300
cavallo	mucca	0.06687326978508497	0.06458333333333333	0.26836865006967264	0.22126436781609193	1.623692186865856	1.369590276578745	0.047479708464781764	0.02316358029560072	0.11908189673061814	2.73918055315749e-300
cavallo	serpente	0.08091178069651365	0.07692307692307693	0.2474812105980921	0.17424242424242425	0.9946747341774077	1.1692001183611416	0.01585545416492527	1e-300	0.03651857336079146	1.369590276578745e-300
cavallo	tigre	0.07544954185821058	0.08333333333333333	0.33790757113344266	0.32666666666666666	1.5653620396368104	1.369590276578745	0.04900680333588252	0.04809463683080774	0.12708179163219901	0.11640474514160028
cavallo	topo	0.0760571855379647	0.06904761904761905	0.24898263704574555	0.14835164835164835	1.2357340065427644	1.369590276578745	0.025669452344855306	1e-300	0.047308944130003416	2.73918055315749e-300
cavallo	poltrona	0.0754175527201843	0.07670454545454546	0.35791427354894845	0.40384615384615385	2.1506221835039865	2.493384085748939	0.05035176516705707	0.05969082994987968	0.14388007943931758	0.16264063025648978
cavallo	letto	0.08350670244127019	0.07692307692307693	0.26165829686365116	0.16666666666666666	1.4350704953927191	1.1692001183611416	0.022228835424138275	1e-300	0.04847210077451739	2.4933840857489387e-300
cavallo	scopa	0.07305080196721064	0.06666666666666667	0.2525535766288223	0.14285714285714285	1.3303973966413372	1.369590276578745	0.014179931985243269	1e-300	0.040908569584288006	2.73918055315749e-300
cavallo	sedia	0.07249147453775072	0.06666666666666667	0.2599789654544188	0.13333333333333333	1.4433545183445917	1.369590276578745	0.03552900734439502	0.04632716059120144	0.0750872403081101	4.9867681714978775e-300
camicia	cavallo	0.07778347741583036	0.07142857142857142	0.24835505839762806	0.1380952380952381	1.4749570889709271	1.9314871811638419	0.043180543426018896	0.05827875999791601	0.11024031238344996	0.08634905766943513
armadio	cavallo	0.08473745061077363	0.07417582417582418	0.25891902597268956	0.14285714285714285	1.0998323451700316	0.0	0.030128447422235007	0.04249619288783975	0.06527065221830997	0.0
cavallo	pettine	0.07540588702305033	0.06666666666666667	0.21531870846326862	0.14285714285714285	0.9714482235781396	0.6143639493869085	0.015569785247882606	1e-300	0.03097872159430664	1.228727898773817e-300
cavallo	giacca	0.07899759697360317	0.07142857142857142	0.2776986422330441	0.20526315789473684	1.5014522646887787	1.369590276578745	0.02667193382081551	1e-300	0.07162578221822892	4.9867681714978775e-300
cavallo	pennello	0.08999572051042638	0.09126984126984126	0.3952413714023621	0.4444444444444444	2.1506221835039865	2.493384085748939	9e-301	1e-300	3.6122307114887485e-300	3.445068277596125e-300
cavallo	spada	0.08202614379084966	0.08333333333333334	0.37564257866889444	0.42315789473684207	2.1506221835039865	2.493384085748939	0.053245489528195855	0.06287056620517804	0.1502102412561952	0.17125634203367418
cavallo	gomma	0.08035163897890567	0.07142857142857142	0.26519751052590507	0.2	1.4165272932333173	0.7794168300527748	0.008205031892740317	1e-300	0.010045261757329432	2.73918055315749e-300
cavallo	pastello	0.07891767818238406	0.06904761904761905	0.26093891703411826	0.13333333333333333	1.7921851529199888	1.9314871811638419	8.333333333333333e-301	1e-300	3.010192259573957e-300	3.0921244153768077e-300
cavallo	penna	0.08043065883300664	0.07142857142857142	0.3264664466388004	0.3333333333333333	1.9598531347152226	1.9314871811638419	0.019357881573244782	1e-300	0.056588190052826365	3.862974362327684e-300
cavallo	quaderno	0.0737605327678857	0.07417582417582418	0.34405709952889924	0.3939393939393939	1.9602853451345497	2.493384085748939	0.022794544631298576	1e-300	0.05962163346834892	4.9867681714978775e-300
cavallo	tenda	0.08926652051652051	0.07692307692307693	0.30933379496387076	0.2453416149068323	1.8421751444755685	1.369590276578745	0.043351926369856054	0.05153033558262265	0.10346087818707178	0.11993764227950258
cavallo	vaso	0.08202614379084966	0.08333333333333334	0.37564257866889444	0.42315789473684207	2.1506221835039865	2.493384085748939	0.052978951434804425	0.06257899750360449	0.14963416620250974	0.17046651858153
gufo	scimmia	0.08534982174688056	0.0787878787878788	0.37539141414141414	0.3352272727272727	3.5103667600938815	3.5103667600938815	0.05021037145208821	0.05021037145208821	0.25537085286662903	0.25537085286662903
coniglio	scimmia	0.08207694438344593	0.07692307692307693	0.2292360748329334	0.17028985507246375	1.2366918168054086	0.6143639493869085	0.015568953188425471	1e-300	0.07287808150712363	9.215459240803627e-301
gabbiano	scimmia	0.06697330447330446	0.06349206349206349	0.3308395989974937	0.2926315789473684	3.5103667600938815	3.5103667600938815	0.04522139102867922	0.04522139102867922	0.24229270001393793	0.24229270001393793
passero	scimmia	0.07872218403371654	0.07179487179487179	0.35991792929292926	0.3125	3.5103667600938815	3.5103667600938815	0.02261069551433961	1e-300	0.12114635000696897	7.020733520187764e-300
elefante	scimmia	0.08161664724164724	0.06458333333333333	0.2579079895908372	0.1213235294117647	1.8590196842239086	0.9115257914775825	0.02739002162686958	1e-300	0.13788873085879053	1.8230515829551648e-300
gatto	scimmia	0.08756184697786024	0.07692307692307693	0.27126938036624737	0.16666666666666666	1.5146145088926468	1.369590276578745	0.02108158292864569	1e-300	0.06908533705851987	1.8890009183915057e-300
leone	scimmia	0.09496597152847153	0.08712121212121213	0.3400156148675886	0.25	2.15339842885764	1.823051582955165	0.013112516228234079	1e-300	0.06759773854307449	2.9922517013163064e-300
maiale	scimmia	0.09196691788603553	0.08012820512820512	0.2783942665044316	0.18333333333333335	1.3385279182819678	1.369590276578745	0.013707101239428473	1e-300	0.05270589394247652	2.321241599411964e-300
mucca	scimmia	0.08698074845373438	0.07417582417582418	0.307473109327948	0.16025641025641024	2.324813962801609	1.823051582955165	0.02951209098614428	1e-300	0.141444686974238	3.6461031659103297e-300
scimmia	serpente	0.10123134116700291	0.09090909090909091	0.2695329885650125	0.2111111111111111	1.0658372773414349	0.891782033874025	0.015314717110153267	1e-300	0.03811654806728593	1.1989640085674794e-300
scimmia	tigre	0.10273268398268398	0.09545454545454546	0.3838721804511278	0.33999999999999997	2.7906082413793096	1.8631771143108016	0.03848766067096507	0.028080461771358055	0.1733183769645935	0.08498251636653073
scimmia	topo	0.10362058314424044	0.08333333333333333	0.2805780204462732	0.16025641025641024	1.7204709881462155	1.369590276578745	0.02302453301904622	1e-300	0.049726438635742824	1.6364464611225914e-300
poltrona	scimmia	0.06604516806722688	0.06696428571428571	0.24131652661064423	0.23333333333333334	1.369590276578745	1.369590276578745	0.029548839804000897	0.029548839804000897	0.06966266917776175	0.06966266917776175
letto	scimmia	0.09212562512901878	0.08333333333333333	0.2357150047792618	0.2	0.7811662753661189	1.1692001183611416	0.0170700153035598	1e-300	0.020803535007321367	1.369590276578745e-300
scimmia	scopa	0.08381675922117097	0.07692307692307693	0.25260418520248246	0.17692307692307693	1.003138688497815	1.369590276578745	0.015377947408511389	1e-300	0.013458054618631619	1.8230515829551648e-300
scimmia	sedia	0.07695075914060877	0.07692307692307693	0.22010697965210205	0.14835164835164835	0.8531354205781481	1.369590276578745	0.023201833607907698	1e-300	0.033917669552691515	2.0543854148681177e-300
camicia	scimmia	0.0864010989010989	0.08012820512820512	0.22124859789333473	0.17692307692307693	0.6847951382893726	0.6847951382893726	0.03817754912526789	0.04498807746333577	0.03666027065311734	1.369590276578745e-300
armadio	scimmia	0.087852262116968	0.08712121212121213	0.2029587371692635	0.17424242424242425	0.456530092192915	0.0	0.017513872208490416	1e-300	0.023007527556719	0.0
pettine	scimmia	0.08489454208180021	0.08012820512820512	0.1998670142884329	0.16666666666666666	0.4959885564914134	0.30718197469345426	0.023883733270520013	0.021793279803329634	0.011991146801525226	3.0718197469345426e-301
giacca	scimmia	0.08469855016598715	0.07692307692307693	0.23286330285049112	0.17857142857142855	0.8703892936716983	1.369590276578745	0.018810202609397454	1e-300	0.029271330386185925	2.0543854148681177e-300
pennello	scimmia	0.07619047619047618	0.07738095238095238	0.26796712059869954	0.25874125874125875	1.369590276578745	1.369590276578745	7.5e-301	7.5e-301	2.0543854148681177e-300	2.0543854148681177e-300
scimmia	spada	0.07075320512820513	0.07179487179487179	0.25392080745341616	0.2453416149068323	1.369590276578745	1.369590276578745	0.03110644323403897	0.03110644323403897	0.07280012546875911	0.07280012546875911
gomma	scimmia	0.08928841779626828	0.08012820512820512	0.22925096520021332	0.18181818181818182	0.889583121418342	0.9919771129828268	0.004423904340183388	1e-300	0.005102915122239321	1.369590276578745e-300
pastello	scimmia	0.08172775689223058	0.07738095238095238	0.21365527747106694	0.16783216783216784	0.6847951382893726	0.6847951382893726	8.75e-301	1e-300	1.0271927074340588e-300	6.847951382893725e-301
penna	scimmia	0.08019957983193278	0.07142857142857142	0.2662800985825619	0.18803418803418803	1.4981213110681437	1.369590276578745	0.01943348034278645	1e-300	0.023069980956532694	2.73918055315749e-300
quaderno	scimmia	0.06724362990810359	0.06458333333333333	0.24378713672023672	0.23076923076923078	1.369590276578745	1.369590276578745	0.013873666068997237	1e-300	0.032987977035640395	2.73918055315749e-300
scimmia	tenda	0.08723221223221223	0.08391608391608392	0.24733013088276246	0.18333333333333335	0.91306018438583	1.369590276578745	0.0194646573181189	1e-300	0.04595155802929509	2.73918055315749e-300
scimmia	vaso	0.07075320512820513	0.07179487179487179	0.25392080745341616	0.2453416149068323	1.369590276578745	1.369590276578745	0.030963686061795444	0.030963686061795444	0.07251447751619389	0.07251447751619389
coniglio	gufo	0.07034743722050224	0.058823529411764705	0.2963092463092463	0.19090909090909092	2.1421366120021386	0.6143639493869085	0.033874240743215316	1e-300	0.1712381697409906	1.228727898773817e-300
gabbiano	gufo	0.125	0.125	0.7407407407407407	0.7407407407407407	6.937446111342273	6.937446111342273	0.11684952389933986	0.11684952389933986	0.6185061958287394	0.6185061958287394
gufo	passero	0.17142857142857143	0.17142857142857143	0.8012820512820513	0.8012820512820513	6.937446111342273	6.937446111342273	0.05842476194966993	0.05842476194966993	0.3092530979143697	0.3092530979143697
elefante	gufo	0.08630952380952381	0.08630952380952381	0.40545454545454546	0.40545454545454546	2.598840968616299	2.598840968616299	0.045708304475014234	0.045708304475014234	0.24363035703820649	0.24363035703820649
gatto	gufo	0.07661616161616161	0.06458333333333333	0.3719763881293024	0.3557312252964427	2.1743764428649905	1.596320929766955	0.03420366668071068	1e-300	0.15380632544728645	3.19264185953391e-300
gufo	leone	0.09146825396825398	0.09166666666666667	0.526048817696415	0.5608695652173913	2.5032463053760172	1.823051582955165	0.0220373118328818	1e-300	0.11954322133055477	3.6461031659103297e-300
gufo	maiale	0.07554795422442481	0.07692307692307693	0.3716506087136948	0.4	2.2343362065425967	1.823051582955165	0.03628114941416437	0.02763399340899002	0.14378544245415503	0.08385794341015865
gufo	mucca	0.08893628301523038	0.08012820512820512	0.4929347826086957	0.5608695652173913	4.072805152473454	5.197681937232598	0.06455691238949716	0.08307342749478387	0.3327388769859097	0.46339797535428795
gufo	serpente	0.08338744588744589	0.07291666666666666	0.3351185869084476	0.29276315789473684	2.034777572902912	1.369590276578745	0.026209488317476364	1e-300	0.1153362406007723	2.73918055315749e-300
gufo	tigre	0.10555555555555556	0.10555555555555556	0.6333333333333333	0.6333333333333333	3.5103667600938815	3.5103667600938815	0.06815113914621942	0.06815113914621942	0.31296583150384116	0.31296583150384116
gufo	topo	0.07905295956766545	0.06696428571428571	0.3361111787710253	0.24929971988795518	2.097580949191627	1.596320929766955	0.03774437075148134	0.022288684693979894	0.13129537498986837	3.19264185953391e-300
gufo	poltrona	0.0625	0.0625	0.34782608695652173	0.34782608695652173	1.369590276578745	1.369590276578745	0.05585978224766972	0.05585978224766972	0.13270485542763102	0.13270485542763102
gufo	letto	0.0685177944227718	0.06666666666666667	0.26124085752568726	0.3	1.2693951974699433	1.2693951974699433	0.028985390966513633	0.027318302591639882	0.06424693793809544	0.0566441421666166
gufo	scopa	0.06986640810170222	0.07142857142857142	0.3249827467218772	0.38095238095238093	1.6718978141630252	1.823051582955165	0.017925855317318315	1e-300	0.04279776665936758	3.6461031659103297e-300
gufo	sedia	0.06378066378066377	0.06666666666666667	0.27601471210493767	0.36363636363636365	1.1863644825382802	1.369590276578745	0.044373677237860384	0.05077759061752062	0.0903327252314486	0.12210546333841747
camicia	gufo	0.06512605042016806	0.06512605042016806	0.24603174603174602	0.24603174603174602	1.369590276578745	1.369590276578745	0.059097679608001795	0.059097679608001795	0.1393253383555235	0.1393253383555235
armadio	gufo	0.06547619047619048	0.0625	0.2054154995331466	0.11764705882352941	0.456530092192915	0.0	0.03329132880704529	0.04457736938795979	0.04384764914189846	0.0
gufo	pettine	0.06177166379372262	0.06066176470588235	0.20155234342540845	0.1588235294117647	0.7935816903862614	0.6143639493869085	0.020187615946695235	1e-300	0.03663335147980697	2.73918055315749e-300
giacca	gufo	0.06597600578693015	0.06666666666666667	0.27550370609376823	0.34782608695652173	1.2185450111403777	1.369590276578745	0.03280703648437166	0.05077759061752062	0.07812783628371577	0.12210546333841747
gufo	pennello	0.07142857142857142	0.07142857142857142	0.38095238095238093	0.38095238095238093	1.369590276578745	1.369590276578745	1e-300	1e-300	2.73918055315749e-300	2.73918055315749e-300
gufo	spada	0.06666666666666667	0.06666666666666667	0.36363636363636365	0.36363636363636365	1.369590276578745	1.369590276578745	0.05863496788867039	0.05863496788867039	0.13838543498229203	0.13838543498229203
gomma	gufo	0.06561791383219953	0.07142857142857142	0.25354141656662665	0.19047619047619047	1.0674997457020106	1.369590276578745	0.010091894190477919	1e-300	0.011676253048418194	2.73918055315749e-300
gufo	pastello	0.06349206349206349	0.06349206349206349	0.24310776942355888	0.24310776942355888	1.369590276578745	1.369590276578745	1e-300	1e-300	2.73918055315749e-300	2.73918055315749e-300
gufo	penna	0.08432539682539682	0.07142857142857142	0.4013883814395323	0.38095238095238093	2.4831614435314506	1.369590276578745	0.022186369302130728	1e-300	0.05275143610103228	1.3874892222684544e-299
gufo	quaderno	0.06349206349206349	0.06349206349206349	0.3504761904761905	0.3504761904761905	1.369590276578745	1.369590276578745	0.0263149866243508	0.0263149866243508	0.06299932760118095	0.06299932760118095
gufo	tenda	0.0708898944193062	0.07692307692307693	0.30370370370370375	0.4	1.369590276578745	1.369590276578745	0.05522368625005293	0.05522368625005293	0.13135917022537946	0.13135917022537946
gufo	vaso	0.06666666666666667	0.06666666666666667	0.36363636363636365	0.36363636363636365	1.369590276578745	1.369590276578745	0.05838128261731725	0.05838128261731725	0.13786925390642396	0.13786925390642396
coniglio	gabbiano	0.05719696969696969	0.05	0.2624601984721925	0.16695652173913045	2.1421366120021386	0.6143639493869085	0.03047220298334283	1e-300	0.162420238025471	1.228727898773817e-300
coniglio	passero	0.06564763066311054	0.05572755417956656	0.28457237207237207	0.18181818181818182	2.142136612002138	0.6143639493869085	0.015236101491671416	1e-300	0.0812101190127355	1.228727898773817e-300
